Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
111,07-01-2020 04:00,2020-05-01 14:00:00,05-01-2020 23:24,Visakhapatnam,500,ILLEGAL POSSESSION,58,F,Explosives,Other Crime,5,Yes,16-02-2020 04:00,23,5,4,2020,0,Friday,Summer,Night,Adult,Explosive,17.6936,83.2921
112,08-01-2020 05:00,2020-05-01 15:00:00,06-01-2020 07:02,Delhi,183,COUNTERFEITING,37,F,Unknown,Other Crime,6,No,,7,5,4,2020,0,Friday,Summer,Morning,Adult,Unknown,28.6139,77.209
113,07-01-2020 09:00,2020-05-01 16:00:00,06-01-2020 14:55,Bangalore,270,HOMICIDE,49,F,Knife,Other Crime,7,Yes,08-11-2021 09:00,14,5,4,2020,0,Friday,Summer,Afternoon,Adult,Sharp,12.9768,77.5901
114,06-01-2020 15:00,2020-05-01 17:00:00,06-01-2020 06:42,Surat,259,EXTORTION,30,M,Poison,Other Crime,5,No,,6,5,4,2020,0,Friday,Summer,Morning,Adult,Chemical,21.2095,72.8317
115,07-01-2020 13:00,2020-05-01 18:00:00,06-01-2020 08:02,Pune,184,FIREARM OFFENSE,50,F,Blunt Object,Fire Accident,15,Yes,03-02-2020 13:00,8,5,4,2020,0,Friday,Summer,Morning,Adult,Blunt,18.5214,73.8545
116,05-01-2020 20:00,2020-05-01 19:00:00,06-01-2020 06:26,Mumbai,353,BURGLARY,64,F,Knife,Other Crime,10,No,,6,5,4,2020,0,Friday,Summer,Morning,Senior,Sharp,19.055,72.8692
117,07-01-2020 04:00,2020-05-01 20:00:00,06-01-2020 10:15,Lucknow,235,VANDALISM,43,M,Poison,Other Crime,14,Yes,13-03-2020 04:00,10,5,4,2020,0,Friday,Summer,Morning,Adult,Chemical,26.8381,80.9346
118,06-01-2020 20:00,2020-05-01 21:00:00,06-01-2020 02:16,Delhi,287,DRUG OFFENSE,32,M,Explosives,Other Crime,13,Yes,30-03-2020 20:00,2,5,4,2020,0,Friday,Summer,Night,Adult,Explosive,28.6139,77.209
119,07-01-2020 19:00,2020-05-01 22:00:00,05-01-2020 23:48,Mumbai,257,ILLEGAL POSSESSION,14,M,Poison,Other Crime,3,Yes,27-02-2020 19:00,23,5,4,2020,0,Friday,Summer,Night,Child,Chemical,19.055,72.8692
120,07-01-2020 02:00,2020-05-01 23:00:00,06-01-2020 07:04,Pune,537,TRAFFIC VIOLATION,70,M,Unknown,Traffic Fatality,3,Yes,27-01-2020 02:00,7,5,4,2020,0,Friday,Summer,Morning,Senior,Unknown,18.5214,73.8545
121,07-01-2020 14:00,2020-06-01 00:00:00,06-01-2020 12:16,Ahmedabad,277,VEHICLE - STOLEN,78,F,Firearm,Violent Crime,10,Yes,22-01-2020 14:00,12,6,0,2020,0,Monday,Monsoon,Afternoon,Senior,Firearm,23.0215,72.5801
122,08-01-2020 19:00,2020-06-01 01:00:00,06-01-2020 22:59,Delhi,321,KIDNAPPING,22,F,Other,Other Crime,19,Yes,06-04-2020 19:00,22,6,0,2020,0,Monday,Monsoon,Night,Young Adult,Other,28.6139,77.209
123,06-01-2020 04:00,2020-06-01 02:00:00,07-01-2020 00:00,Bhopal,432,VANDALISM,60,F,Unknown,Other Crime,4,No,,0,6,0,2020,0,Monday,Monsoon,Night,Senior,Unknown,23.2585,77.402
124,08-01-2020 23:00,2020-06-01 03:00:00,06-01-2020 06:56,Ludhiana,129,SEXUAL ASSAULT,44,F,Blunt Object,Violent Crime,2,No,,6,6,0,2020,0,Monday,Monsoon,Morning,Adult,Blunt,30.909,75.8516
125,09-01-2020 00:00,2020-06-01 04:00:00,06-01-2020 19:19,Pune,347,FRAUD,30,M,Knife,Other Crime,14,No,,19,6,0,2020,0,Monday,Monsoon,Evening,Adult,Sharp,18.5214,73.8545
126,09-01-2020 02:00,2020-06-01 05:00:00,06-01-2020 05:15,Pune,127,ASSAULT,62,F,Unknown,Violent Crime,10,No,,5,6,0,2020,0,Monday,Monsoon,Morning,Senior,Unknown,18.5214,73.8545
127,07-01-2020 07:00,2020-06-01 06:00:00,07-01-2020 00:44,Surat,117,FIREARM OFFENSE,42,F,Unknown,Fire Accident,8,No,,0,6,0,2020,0,Monday,Monsoon,Night,Adult,Unknown,21.2095,72.8317
128,07-01-2020 04:00,2020-06-01 07:00:00,07-01-2020 02:17,Ghaziabad,339,IDENTITY THEFT,73,F,Knife,Violent Crime,2,Yes,01-04-2020 04:00,2,6,0,2020,0,Monday,Monsoon,Night,Senior,Sharp,28.775,77.4587
129,09-01-2020 04:00,2020-06-01 08:00:00,06-01-2020 12:39,Kanpur,374,SHOPLIFTING,25,M,Explosives,Other Crime,15,No,,12,6,0,2020,0,Monday,Monsoon,Afternoon,Young Adult,Explosive,26.4609,80.3218
130,08-01-2020 14:00,2020-06-01 09:00:00,06-01-2020 14:55,Ghaziabad,111,ROBBERY,33,M,Other,Violent Crime,3,Yes,20-05-2020 14:00,14,6,0,2020,0,Monday,Monsoon,Afternoon,Adult,Other,28.775,77.4587
131,08-01-2020 13:00,2020-06-01 10:00:00,06-01-2020 19:26,Agra,331,ARSON,13,F,Poison,Fire Accident,19,No,,19,6,0,2020,0,Monday,Monsoon,Evening,Child,Chemical,27.1753,78.0098
132,07-01-2020 04:00,2020-06-01 11:00:00,07-01-2020 06:55,Lucknow,295,IDENTITY THEFT,39,F,Knife,Violent Crime,8,No,,6,6,0,2020,0,Monday,Monsoon,Morning,Adult,Sharp,26.8381,80.9346
133,06-01-2020 23:00,2020-06-01 12:00:00,06-01-2020 19:17,Bangalore,309,HOMICIDE,18,M,Unknown,Other Crime,2,No,,19,6,0,2020,0,Monday,Monsoon,Evening,Young Adult,Unknown,12.9768,77.5901
134,06-01-2020 22:00,2020-06-01 13:00:00,07-01-2020 00:56,Lucknow,465,ILLEGAL POSSESSION,75,F,Knife,Other Crime,8,No,,0,6,0,2020,0,Monday,Monsoon,Night,Senior,Sharp,26.8381,80.9346
135,06-01-2020 18:00,2020-06-01 14:00:00,07-01-2020 07:26,Delhi,406,VANDALISM,50,F,Other,Other Crime,15,No,,7,6,0,2020,0,Monday,Monsoon,Morning,Adult,Other,28.6139,77.209
136,09-01-2020 07:00,2020-06-01 15:00:00,07-01-2020 02:16,Delhi,278,FRAUD,71,F,Other,Other Crime,7,No,,2,6,0,2020,0,Monday,Monsoon,Night,Senior,Other,28.6139,77.209
137,07-01-2020 23:00,2020-06-01 16:00:00,07-01-2020 01:01,Ahmedabad,569,PUBLIC INTOXICATION,38,F,Explosives,Other Crime,12,Yes,23-01-2020 23:00,1,6,0,2020,0,Monday,Monsoon,Night,Adult,Explosive,23.0215,72.5801
138,08-01-2020 12:00,2020-06-01 17:00:00,06-01-2020 20:11,Mumbai,445,ASSAULT,12,M,Blunt Object,Violent Crime,6,No,,20,6,0,2020,0,Monday,Monsoon,Evening,Child,Blunt,19.055,72.8692
139,08-01-2020 17:00,2020-06-01 18:00:00,07-01-2020 07:11,Kanpur,465,KIDNAPPING,57,F,Other,Other Crime,2,No,,7,6,0,2020,0,Monday,Monsoon,Morning,Adult,Other,26.4609,80.3218
140,08-01-2020 16:00,2020-06-01 19:00:00,07-01-2020 01:17,Jaipur,404,CYBERCRIME,47,F,Firearm,Other Crime,16,Yes,06-02-2020 16:00,1,6,0,2020,0,Monday,Monsoon,Night,Adult,Firearm,26.9155,75.819
141,08-01-2020 13:00,2020-06-01 20:00:00,07-01-2020 14:13,Delhi,270,DOMESTIC VIOLENCE,73,F,Other,Violent Crime,14,No,,14,6,0,2020,0,Monday,Monsoon,Afternoon,Senior,Other,28.6139,77.209
142,07-01-2020 23:00,2020-06-01 21:00:00,07-01-2020 06:34,Mumbai,113,FIREARM OFFENSE,41,F,Blunt Object,Fire Accident,4,Yes,27-03-2020 23:00,6,6,0,2020,0,Monday,Monsoon,Morning,Adult,Blunt,19.055,72.8692
143,07-01-2020 09:00,2020-06-01 22:00:00,07-01-2020 12:37,Mumbai,278,ILLEGAL POSSESSION,45,F,Unknown,Other Crime,2,No,,12,6,0,2020,0,Monday,Monsoon,Afternoon,Adult,Unknown,19.055,72.8692
144,07-01-2020 06:00,2020-06-01 23:00:00,07-01-2020 16:49,Varanasi,487,ASSAULT,79,F,Firearm,Violent Crime,14,Yes,04-02-2020 06:00,16,6,0,2020,0,Monday,Monsoon,Afternoon,Senior,Firearm,25.3356,83.0076
145,08-01-2020 20:00,2020-07-01 00:00:00,07-01-2020 03:38,Ludhiana,172,IDENTITY THEFT,17,M,Firearm,Violent Crime,10,No,,3,7,2,2020,0,Wednesday,Monsoon,Night,Child,Firearm,30.909,75.8516
146,08-01-2020 01:00,2020-07-01 01:00:00,07-01-2020 16:44,Kolkata,165,PUBLIC INTOXICATION,15,F,Knife,Other Crime,16,No,,16,7,2,2020,0,Wednesday,Monsoon,Afternoon,Child,Sharp,22.5726,88.3639
147,07-01-2020 16:00,2020-07-01 02:00:00,07-01-2020 18:49,Meerut,514,CYBERCRIME,44,F,Other,Other Crime,6,Yes,26-01-2020 16:00,18,7,2,2020,0,Wednesday,Monsoon,Evening,Adult,Other,29.0019,77.768
148,07-01-2020 16:00,2020-07-01 03:00:00,07-01-2020 22:27,Bangalore,262,COUNTERFEITING,28,F,Knife,Other Crime,8,No,,22,7,2,2020,0,Wednesday,Monsoon,Night,Young Adult,Sharp,12.9768,77.5901
149,07-01-2020 06:00,2020-07-01 04:00:00,08-01-2020 01:09,Agra,558,IDENTITY THEFT,41,F,Unknown,Violent Crime,5,Yes,27-02-2020 06:00,1,7,2,2020,0,Wednesday,Monsoon,Night,Adult,Unknown,27.1753,78.0098
150,07-01-2020 08:00,2020-07-01 05:00:00,07-01-2020 11:19,Patna,157,SHOPLIFTING,46,F,Knife,Other Crime,1,Yes,03-04-2020 08:00,11,7,2,2020,0,Wednesday,Monsoon,Morning,Adult,Sharp,25.6093,85.1235
151,08-01-2020 08:00,2020-07-01 06:00:00,07-01-2020 13:59,Bhopal,241,DRUG OFFENSE,35,F,Blunt Object,Other Crime,3,Yes,27-03-2020 08:00,13,7,2,2020,0,Wednesday,Monsoon,Afternoon,Adult,Blunt,23.2585,77.402
152,07-01-2020 08:00,2020-07-01 07:00:00,07-01-2020 16:17,Bangalore,311,ILLEGAL POSSESSION,67,M,Unknown,Other Crime,16,No,,16,7,2,2020,0,Wednesday,Monsoon,Afternoon,Senior,Unknown,12.9768,77.5901
153,08-01-2020 01:00,2020-07-01 08:00:00,07-01-2020 17:21,Delhi,248,IDENTITY THEFT,23,F,Knife,Violent Crime,16,No,,17,7,2,2020,0,Wednesday,Monsoon,Evening,Young Adult,Sharp,28.6139,77.209
154,09-01-2020 16:00,2020-07-01 09:00:00,07-01-2020 19:49,Chennai,523,KIDNAPPING,39,F,Other,Other Crime,11,No,,19,7,2,2020,0,Wednesday,Monsoon,Evening,Adult,Other,13.0837,80.2702
155,10-01-2020 06:00,2020-07-01 10:00:00,07-01-2020 19:37,Bangalore,238,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,5,No,,19,7,2,2020,0,Wednesday,Monsoon,Evening,Adult,Blunt,12.9768,77.5901
156,10-01-2020 05:00,2020-07-01 11:00:00,07-01-2020 12:05,Pune,109,DOMESTIC VIOLENCE,71,F,Blunt Object,Violent Crime,14,Yes,02-04-2020 05:00,12,7,2,2020,0,Wednesday,Monsoon,Afternoon,Senior,Blunt,18.5214,73.8545
157,07-01-2020 13:00,2020-07-01 12:00:00,07-01-2020 13:48,Hyderabad,448,COUNTERFEITING,32,F,Other,Other Crime,8,No,,13,7,2,2020,0,Wednesday,Monsoon,Afternoon,Adult,Other,17.3606,78.4741
158,08-01-2020 16:00,2020-07-01 13:00:00,08-01-2020 03:32,Ahmedabad,588,HOMICIDE,18,F,Firearm,Other Crime,13,No,,3,7,2,2020,0,Wednesday,Monsoon,Night,Young Adult,Firearm,23.0215,72.5801
159,09-01-2020 18:00,2020-07-01 14:00:00,08-01-2020 06:49,Delhi,236,VEHICLE - STOLEN,38,F,Poison,Violent Crime,15,Yes,08-02-2020 18:00,6,7,2,2020,0,Wednesday,Monsoon,Morning,Adult,Chemical,28.6139,77.209
160,07-01-2020 19:00,2020-07-01 15:00:00,08-01-2020 14:26,Kolkata,509,ASSAULT,27,F,Blunt Object,Violent Crime,17,Yes,22-03-2020 19:00,14,7,2,2020,0,Wednesday,Monsoon,Afternoon,Young Adult,Blunt,22.5726,88.3639
161,09-01-2020 03:00,2020-07-01 16:00:00,08-01-2020 09:21,Meerut,321,COUNTERFEITING,30,F,Knife,Other Crime,13,Yes,19-02-2020 03:00,9,7,2,2020,0,Wednesday,Monsoon,Morning,Adult,Sharp,29.0019,77.768
162,07-01-2020 21:00,2020-07-01 17:00:00,07-01-2020 17:22,Surat,420,CYBERCRIME,17,F,Unknown,Other Crime,12,No,,17,7,2,2020,0,Wednesday,Monsoon,Evening,Child,Unknown,21.2095,72.8317
163,09-01-2020 16:00,2020-07-01 18:00:00,08-01-2020 09:50,Pune,589,SHOPLIFTING,39,F,Knife,Other Crime,15,No,,9,7,2,2020,0,Wednesday,Monsoon,Morning,Adult,Sharp,18.5214,73.8545
164,08-01-2020 20:00,2020-07-01 19:00:00,08-01-2020 02:04,Pune,492,ARSON,66,F,Firearm,Fire Accident,5,No,,2,7,2,2020,0,Wednesday,Monsoon,Night,Senior,Firearm,18.5214,73.8545
165,10-01-2020 00:00,2020-07-01 20:00:00,08-01-2020 06:07,Ghaziabad,312,SEXUAL ASSAULT,11,F,Firearm,Violent Crime,9,Yes,23-12-2020 00:00,6,7,2,2020,0,Wednesday,Monsoon,Morning,Child,Firearm,28.775,77.4587
166,10-01-2020 14:00,2020-07-01 21:00:00,08-01-2020 00:42,Ahmedabad,234,VANDALISM,54,M,Firearm,Other Crime,19,Yes,10-03-2020 14:00,0,7,2,2020,0,Wednesday,Monsoon,Night,Adult,Firearm,23.0215,72.5801
167,08-01-2020 16:00,2020-07-01 22:00:00,08-01-2020 05:25,Delhi,470,VANDALISM,79,M,Explosives,Other Crime,13,Yes,27-01-2020 16:00,5,7,2,2020,0,Wednesday,Monsoon,Morning,Senior,Explosive,28.6139,77.209
168,08-01-2020 22:00,2020-07-01 23:00:00,08-01-2020 02:01,Delhi,518,FRAUD,12,F,Firearm,Other Crime,3,Yes,04-03-2020 22:00,2,7,2,2020,0,Wednesday,Monsoon,Night,Child,Firearm,28.6139,77.209
169,08-01-2020 16:00,2020-08-01 00:00:00,08-01-2020 00:14,Lucknow,295,DRUG OFFENSE,19,F,Blunt Object,Other Crime,16,No,,0,8,5,2020,1,Saturday,Monsoon,Night,Young Adult,Blunt,26.8381,80.9346
170,10-01-2020 07:00,2020-08-01 01:00:00,08-01-2020 05:22,Kalyan,342,TRAFFIC VIOLATION,21,F,Knife,Traffic Fatality,8,Yes,17-01-2020 07:00,5,8,5,2020,1,Saturday,Monsoon,Morning,Young Adult,Sharp,19.2397,73.1366
171,09-01-2020 11:00,2020-08-01 02:00:00,08-01-2020 18:43,Agra,352,COUNTERFEITING,24,M,Unknown,Other Crime,14,Yes,11-03-2020 11:00,18,8,5,2020,1,Saturday,Monsoon,Evening,Young Adult,Unknown,27.1753,78.0098
172,08-01-2020 15:00,2020-08-01 03:00:00,09-01-2020 01:57,Jaipur,305,TRAFFIC VIOLATION,58,M,Poison,Traffic Fatality,4,No,,1,8,5,2020,1,Saturday,Monsoon,Night,Adult,Chemical,26.9155,75.819
173,11-01-2020 03:00,2020-08-01 04:00:00,08-01-2020 13:20,Hyderabad,245,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,17,Yes,29-10-2021 03:00,13,8,5,2020,1,Saturday,Monsoon,Afternoon,Adult,Blunt,17.3606,78.4741
174,09-01-2020 20:00,2020-08-01 05:00:00,09-01-2020 01:34,Indore,438,DRUG OFFENSE,40,F,Unknown,Other Crime,7,No,,1,8,5,2020,1,Saturday,Monsoon,Night,Adult,Unknown,22.7204,75.8682
175,09-01-2020 00:00,2020-08-01 06:00:00,08-01-2020 10:27,Surat,144,ROBBERY,64,M,Blunt Object,Violent Crime,13,Yes,15-06-2020 00:00,10,8,5,2020,1,Saturday,Monsoon,Morning,Senior,Blunt,21.2095,72.8317
176,09-01-2020 23:00,2020-08-01 07:00:00,08-01-2020 22:06,Lucknow,292,BURGLARY,66,F,Unknown,Other Crime,14,Yes,28-06-2020 23:00,22,8,5,2020,1,Saturday,Monsoon,Night,Senior,Unknown,26.8381,80.9346
177,08-01-2020 14:00,2020-08-01 08:00:00,09-01-2020 02:25,Chennai,134,FIREARM OFFENSE,28,F,Firearm,Fire Accident,8,Yes,21-03-2020 14:00,2,8,5,2020,1,Saturday,Monsoon,Night,Young Adult,Firearm,13.0837,80.2702
178,09-01-2020 15:00,2020-08-01 09:00:00,08-01-2020 16:59,Mumbai,331,ILLEGAL POSSESSION,54,F,Unknown,Other Crime,11,No,,16,8,5,2020,1,Saturday,Monsoon,Afternoon,Adult,Unknown,19.055,72.8692
179,10-01-2020 12:00,2020-08-01 10:00:00,09-01-2020 07:31,Agra,191,FRAUD,42,F,Knife,Other Crime,8,No,,7,8,5,2020,1,Saturday,Monsoon,Morning,Adult,Sharp,27.1753,78.0098
180,10-01-2020 01:00,2020-08-01 11:00:00,09-01-2020 02:31,Pune,584,DOMESTIC VIOLENCE,72,M,Blunt Object,Violent Crime,14,Yes,23-01-2020 01:00,2,8,5,2020,1,Saturday,Monsoon,Night,Senior,Blunt,18.5214,73.8545
181,10-01-2020 18:00,2020-08-01 12:00:00,09-01-2020 07:34,Bangalore,341,TRAFFIC VIOLATION,23,F,Poison,Traffic Fatality,1,No,,7,8,5,2020,1,Saturday,Monsoon,Morning,Young Adult,Chemical,12.9768,77.5901
182,10-01-2020 13:00,2020-08-01 13:00:00,09-01-2020 12:16,Mumbai,541,CYBERCRIME,53,F,Poison,Other Crime,9,No,,12,8,5,2020,1,Saturday,Monsoon,Afternoon,Adult,Chemical,19.055,72.8692
183,10-01-2020 09:00,2020-08-01 14:00:00,08-01-2020 17:18,Ahmedabad,133,SEXUAL ASSAULT,28,F,Firearm,Violent Crime,12,Yes,09-05-2021 09:00,17,8,5,2020,1,Saturday,Monsoon,Evening,Young Adult,Firearm,23.0215,72.5801
184,10-01-2020 04:00,2020-08-01 15:00:00,08-01-2020 23:28,Hyderabad,422,SEXUAL ASSAULT,27,F,Unknown,Violent Crime,4,No,,23,8,5,2020,1,Saturday,Monsoon,Night,Young Adult,Unknown,17.3606,78.4741
185,08-01-2020 19:00,2020-08-01 16:00:00,08-01-2020 17:27,Mumbai,151,FRAUD,67,F,Other,Other Crime,19,Yes,03-03-2020 19:00,17,8,5,2020,1,Saturday,Monsoon,Evening,Senior,Other,19.055,72.8692
186,11-01-2020 15:00,2020-08-01 17:00:00,09-01-2020 08:32,Bangalore,287,FRAUD,70,F,Other,Other Crime,8,Yes,12-03-2020 15:00,8,8,5,2020,1,Saturday,Monsoon,Morning,Senior,Other,12.9768,77.5901
187,09-01-2020 09:00,2020-08-01 18:00:00,09-01-2020 10:28,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020 09:00,10,8,5,2020,1,Saturday,Monsoon,Morning,Senior,Blunt,28.6139,77.209
188,09-01-2020 18:00,2020-08-01 19:00:00,09-01-2020 18:53,Nagpur,236,IDENTITY THEFT,66,F,Unknown,Violent Crime,14,Yes,15-03-2020 18:00,18,8,5,2020,1,Saturday,Monsoon,Evening,Senior,Unknown,21.1498,79.0821
189,09-01-2020 04:00,2020-08-01 20:00:00,09-01-2020 03:24,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,23-03-2020 04:00,3,8,5,2020,1,Saturday,Monsoon,Night,Young Adult,Sharp,17.3606,78.4741
190,11-01-2020 05:00,2020-08-01 21:00:00,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,12-02-2020 05:00,21,8,5,2020,1,Saturday,Monsoon,Night,Adult,Explosive,13.0837,80.2702
191,09-01-2020 15:00,2020-08-01 22:00:00,09-01-2020 15:53,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,,15,8,5,2020,1,Saturday,Monsoon,Afternoon,Senior,Sharp,13.0837,80.2702
192,09-01-2020 02:00,2020-08-01 23:00:00,09-01-2020 20:39,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,20-01-2020 02:00,20,8,5,2020,1,Saturday,Monsoon,Evening,Young Adult,Blunt,28.6139,77.209
193,10-01-2020 20:00,2020-09-01 00:00:00,09-01-2020 05:28,Ghaziabad,249,PUBLIC INTOXICATION,19,F,Unknown,Other Crime,3,No,,5,9,1,2020,0,Tuesday,Monsoon,Morning,Young Adult,Unknown,28.775,77.4587
194,09-01-2020 09:00,2020-09-01 01:00:00,09-01-2020 04:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,Unknown,Violent Crime,12,Yes,06-03-2020 09:00,4,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Unknown,26.9155,75.819
195,11-01-2020 16:00,2020-09-01 02:00:00,09-01-2020 08:16,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,,8,9,1,2020,0,Tuesday,Monsoon,Morning,Adult,Chemical,28.6139,77.209
196,10-01-2020 04:00,2020-09-01 03:00:00,10-01-2020 00:18,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,14-02-2020 04:00,0,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Other,26.8381,80.9346
197,10-01-2020 10:00,2020-09-01 04:00:00,09-01-2020 15:55,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,24-01-2020 10:00,15,9,1,2020,0,Tuesday,Monsoon,Afternoon,Adult,Explosive,23.0215,72.5801
198,11-01-2020 17:00,2020-09-01 05:00:00,09-01-2020 10:20,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,22-01-2020 17:00,10,9,1,2020,0,Tuesday,Monsoon,Morning,Young Adult,Explosive,17.3606,78.4741
199,10-01-2020 09:00,2020-09-01 06:00:00,09-01-2020 21:01,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,,21,9,1,2020,0,Tuesday,Monsoon,Night,Senior,Firearm,28.6139,77.209
200,11-01-2020 13:00,2020-09-01 07:00:00,10-01-2020 02:06,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,,2,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Blunt,20.0112,73.7902
201,11-01-2020 23:00,2020-09-01 08:00:00,10-01-2020 04:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,05-02-2020 23:00,4,9,1,2020,0,Tuesday,Monsoon,Night,Young Adult,Blunt,34.0747,74.8204
202,12-01-2020 08:00,2020-09-01 09:00:00,09-01-2020 18:52,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,,18,9,1,2020,0,Tuesday,Monsoon,Evening,Senior,Explosive,21.1498,79.0821
203,10-01-2020 04:00,2020-09-01 10:00:00,09-01-2020 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020 04:00,12,9,1,2020,0,Tuesday,Monsoon,Afternoon,Adult,Blunt,19.055,72.8692
204,11-01-2020 16:00,2020-09-01 11:00:00,09-01-2020 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,14-03-2020 16:00,13,9,1,2020,0,Tuesday,Monsoon,Afternoon,Child,Firearm,26.8381,80.9346
205,11-01-2020 04:00,2020-09-01 12:00:00,10-01-2020 02:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,03-03-2020 04:00,2,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Other,17.3606,78.4741
206,09-01-2020 22:00,2020-09-01 13:00:00,09-01-2020 23:51,Thane,246,VEHICLE - STOLEN,44,F,Unknown,Violent Crime,7,Yes,29-02-2020 22:00,23,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Unknown,19.3654,73.3685
207,11-01-2020 08:00,2020-09-01 14:00:00,10-01-2020 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,10-02-2020 08:00,12,9,1,2020,0,Tuesday,Monsoon,Afternoon,Young Adult,Blunt,12.9768,77.5901
208,09-01-2020 19:00,2020-09-01 15:00:00,09-01-2020 20:15,Patna,542,ASSAULT,59,M,Unknown,Violent Crime,2,No,,20,9,1,2020,0,Tuesday,Monsoon,Evening,Adult,Unknown,25.6093,85.1235
209,10-01-2020 11:00,2020-09-01 16:00:00,09-01-2020 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,17,9,1,2020,0,Tuesday,Monsoon,Evening,Adult,Explosive,17.3606,78.4741
210,12-01-2020 03:00,2020-09-01 17:00:00,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,14-01-2020 03:00,6,9,1,2020,0,Tuesday,Monsoon,Morning,Adult,Sharp,22.5726,88.3639
211,11-01-2020 10:00,2020-09-01 18:00:00,09-01-2020 20:05,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,,20,9,1,2020,0,Tuesday,Monsoon,Evening,Child,Explosive,23.2585,77.402
212,10-01-2020 00:00,2020-09-01 19:00:00,10-01-2020 14:15,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,,14,9,1,2020,0,Tuesday,Monsoon,Afternoon,Adult,Blunt,28.6139,77.209
213,11-01-2020 23:00,2020-09-01 20:00:00,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,21-01-2020 23:00,7,9,1,2020,0,Tuesday,Monsoon,Morning,Young Adult,Firearm,22.5726,88.3639
214,11-01-2020 05:00,2020-09-01 21:00:00,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,13-03-2020 05:00,2,9,1,2020,0,Tuesday,Monsoon,Night,Senior,Explosive,12.9768,77.5901
215,11-01-2020 16:00,2020-09-01 22:00:00,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,01-09-2021 16:00,0,9,1,2020,0,Tuesday,Monsoon,Night,Adult,Explosive,28.6139,77.209
216,10-01-2020 16:00,2020-09-01 23:00:00,10-01-2020 09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,9,9,1,2020,0,Tuesday,Monsoon,Morning,Child,Sharp,23.0215,72.5801
217,12-01-2020 18:00,2020-10-01 00:00:00,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,Unknown,Other Crime,2,Yes,23-02-2020 18:00,5,10,3,2020,0,Thursday,Post-Monsoon,Morning,Senior,Unknown,22.5726,88.3639
218,11-01-2020 15:00,2020-10-01 01:00:00,10-01-2020 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,23,10,3,2020,0,Thursday,Post-Monsoon,Night,Adult,Other,21.2095,72.8317
219,12-01-2020 20:00,2020-10-01 02:00:00,10-01-2020 08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,,8,10,3,2020,0,Thursday,Post-Monsoon,Morning,Senior,Other,18.5214,73.8545
